1.547257, 1.491594, 1.470672, 1.358941, 1.396201, 1.347524, 1.413518, 1.329607, 1.244699, 1.251587, 1.279048, 1.236702, 1.168114, 1.262246, 1.194807, 1.120046, 1.119312, 1.141096, 1.069151, 1.110524, 1.045882, 1.036622, 1.067680, 1.050713, 1.013075, 0.991810, 0.996693, 0.996886, 0.989936, 1.018280, 0.949549, 0.930844, 0.929727, 0.969079, 0.899965, 0.909426, 0.910924, 0.922972, 0.880668, 0.910165, 0.876223, 0.890744, 0.887717, 0.876520, 0.859245, 0.857108, 0.871357, 0.845634, 0.827748, 0.857176, 0.834394, 0.842767, 0.838100, 0.820204, 0.812478, 0.798081, 0.814521, 0.797660
0.815594, 0.802016, 0.801605, 0.808010, 0.775113, 0.775131, 0.798089, 0.795101, 0.784577, 0.767419, 0.767103, 0.781064, 0.770530, 0.761930, 0.756952, 0.755053, 0.756436, 0.751457, 0.771680, 0.746316, 0.741297, 0.754520, 0.749677, 0.750749, 0.743588, 0.742434, 0.740128, 0.748813, 0.742131, 0.729846, 0.746699, 0.730321, 0.741199, 0.724370, 0.734727, 0.725626, 0.730054, 0.717163, 0.725786, 0.723562, 0.724870, 0.722493, 0.720482, 0.724521, 0.713201, 0.716741, 0.722587, 0.717883, 0.713316, 0.717116, 0.710859, 0.706929, 0.709473, 0.705815, 0.704395, 0.705578, 0.706577, 0.702178
0.694988, 0.697440, 0.696404, 0.704494, 0.695279, 0.692651, 0.690572, 0.701945, 0.686839, 0.688307, 0.690973, 0.690296, 0.699420, 0.687243, 0.683288, 0.688323, 0.684583, 0.681181, 0.680104, 0.677243, 0.679856, 0.677111, 0.679205, 0.673481, 0.675358, 0.673147, 0.668373, 0.667512, 0.669043, 0.664461, 0.669407, 0.664272, 0.660252, 0.657184, 0.660846, 0.653475, 0.653679, 0.655204, 0.650254, 0.649911, 0.648266, 0.641876, 0.644148, 0.636050, 0.642750, 0.639448, 0.647517, 0.636006, 0.635270, 0.632111, 0.633945, 0.631698, 0.635575, 0.629502, 0.627733, 0.622942, 0.626609, 0.619827
0.611235, 0.615981, 0.617937, 0.612739, 0.605796, 0.605331, 0.598126, 0.620462, 0.601584, 0.598656, 0.587943, 0.585980, 0.602947, 0.597202, 0.592841, 0.586174, 0.591532, 0.583715, 0.579431, 0.576775, 0.586656, 0.568170, 0.565240, 0.568466, 0.579360, 0.558094, 0.557683, 0.554794, 0.551296, 0.554194, 0.554177, 0.536793, 0.554707, 0.560910, 0.537134, 0.545606, 0.538564, 0.527346, 0.528008, 0.534351, 0.537916, 0.522631, 0.513180, 0.523301, 0.514514, 0.516986, 0.505423, 0.508691, 0.494239, 0.516199, 0.492198, 0.495481, 0.487608, 0.462242, 0.471395, 0.466206, 0.504764, 0.495008
0.480243, 0.475824, 0.482207, 0.460506, 0.459544, 0.472927, 0.453496, 0.449011, 0.474387, 0.475408, 0.453946, 0.438028, 0.473739, 0.443048, 0.440891, 0.435173, 0.420945, 0.443711, 0.424034, 0.434261, 0.426469, 0.405214, 0.427059, 0.405556, 0.424108, 0.428248, 0.389130, 0.386231, 0.397897, 0.398361, 0.397651, 0.445073, 0.401274, 0.400184, 0.408578, 0.374664, 0.379714, 0.406138, 0.379765, 0.377734, 0.369272, 0.378301, 0.367921, 0.406608, 0.376451, 0.381001, 0.371076, 0.346900, 0.315976, 0.347420, 0.342549, 0.364521, 0.353540, 0.373872, 0.358174, 0.363019, 0.380229, 0.334412
0.328058, 0.313957, 0.351766, 0.339811, 0.334661, 0.319776, 0.334034, 0.312993, 0.311650, 0.334033, 0.337317, 0.300718, 0.322738, 0.310585, 0.296728, 0.299929, 0.330813, 0.304966, 0.303466, 0.299345, 0.313111, 0.286200, 0.288177, 0.314938, 0.299592, 0.299096, 0.311693, 0.308497, 0.280338, 0.306557, 0.301788, 0.298473, 0.247136, 0.289764, 0.271550, 0.257901, 0.301199, 0.259239, 0.246195, 0.265045, 0.296670, 0.277983, 0.282642, 0.256354, 0.283800, 0.272985, 0.230367, 0.247048, 0.245594, 0.230532, 0.268964, 0.260123, 0.236665, 0.257953, 0.267606, 0.249141, 0.251230, 0.284876
0.238132, 0.266685, 0.227170, 0.268677, 0.228778, 0.270035, 0.219186, 0.257727, 0.227623, 0.253376, 0.262733, 0.224605, 0.208333, 0.233728, 0.209983, 0.222666, 0.234061, 0.209602, 0.226932, 0.237691, 0.211292, 0.264199, 0.172345, 0.205360, 0.191109, 0.229048, 0.192706, 0.225219, 0.191169, 0.211972, 0.259530, 0.208475, 0.209243, 0.222496, 0.209127, 0.263320, 0.259458, 0.205548, 0.264500, 0.184257, 0.200579, 0.201382, 0.169955, 0.207438, 0.175634, 0.181943, 0.164893, 0.177651, 0.208872, 0.190274, 0.190783, 0.255969, 0.174183, 0.196805, 0.230091, 0.231664, 0.166897, 0.175112
0.193408, 0.176927, 0.240931, 0.190738, 0.195244, 0.176962, 0.121980, 0.152018, 0.203355, 0.187070, 0.143500, 0.211438, 0.171514, 0.162077, 0.200847, 0.169992, 0.169353, 0.212930, 0.180466, 0.190542, 0.161391, 0.214076, 0.219073, 0.187291, 0.187932, 0.166836, 0.174984, 0.202013, 0.177585, 0.196713, 0.185709, 0.159251, 0.144939, 0.180036, 0.156087, 0.138674, 0.191658, 0.197973, 0.164561, 0.154701, 0.151532, 0.179507, 0.160072, 0.153171, 0.168819, 0.193820, 0.187203, 0.193711, 0.182476, 0.142730, 0.163233, 0.207595, 0.184542, 0.179251, 0.175454, 0.129328, 0.147796, 0.171390
0.125665, 0.166707, 0.178782, 0.132800, 0.177804, 0.246581, 0.161075, 0.194254, 0.158868, 0.167324, 0.185855, 0.134570, 0.146995, 0.146450, 0.136352, 0.133440, 0.169337, 0.153478, 0.123067, 0.208893, 0.120148, 0.148204, 0.162734, 0.146508, 0.170277, 0.178015, 0.171766, 0.148153, 0.152399, 0.170833, 0.149749, 0.147902, 0.162365, 0.137701, 0.179767, 0.174102, 0.162484, 0.150150, 0.130114, 0.172397, 0.160968, 0.150470, 0.224440, 0.137448, 0.133064, 0.143933, 0.158170, 0.180845, 0.184082, 0.155508, 0.148738, 0.165994, 0.136162, 0.124174, 0.146723, 0.130745, 0.143628, 0.159004
0.168504, 0.213826, 0.139661, 0.135055, 0.157866, 0.132931, 0.185313, 0.129488, 0.157404, 0.119439, 0.132828, 0.209481, 0.142067, 0.160565, 0.194988, 0.139160, 0.153500, 0.175747, 0.135192, 0.147854, 0.126526, 0.182090, 0.140687, 0.177810, 0.105869, 0.190696, 0.119935, 0.111337, 0.128628, 0.165354, 0.172734, 0.160473, 0.108055, 0.115140, 0.107614, 0.123047, 0.127026, 0.195855, 0.128059, 0.147873, 0.162517, 0.139456, 0.133536, 0.123773, 0.146474, 0.173743, 0.169555, 0.141096, 0.183946, 0.131976, 0.111382, 0.139867, 0.111180, 0.135856, 0.136893, 0.152522, 0.139194, 0.131818
