1.606978, 1.534866, 1.546040, 1.414571, 1.370580, 1.284397, 1.336950, 1.276380, 1.164184, 1.300776, 1.239532, 1.217726, 1.190908, 1.206053, 1.157081, 1.184039, 1.105791, 1.097343, 1.090958, 1.094869, 1.018803, 1.083130, 1.033467, 1.048916, 1.036312, 0.979390, 1.068040, 1.044486, 0.996730, 0.995623, 0.996027, 0.960529, 0.941187, 1.013106, 0.928560, 0.927239, 0.936825, 0.917790, 0.898871, 0.905416, 0.900008, 0.848417, 0.900640, 0.885033, 0.858954, 0.894103, 0.867793, 0.917774, 0.877277, 0.851642, 0.854833, 0.826786, 0.847888, 0.862545, 0.822149, 0.843598, 0.850979, 0.856677
0.827550, 0.830255, 0.804363, 0.796790, 0.806322, 0.826185, 0.812589, 0.798379, 0.807524, 0.790713, 0.798509, 0.810525, 0.777051, 0.792721, 0.780673, 0.798439, 0.769735, 0.786280, 0.767199, 0.783300, 0.775999, 0.779625, 0.747596, 0.782467, 0.764806, 0.745435, 0.752188, 0.748391, 0.753130, 0.738870, 0.743851, 0.737341, 0.749768, 0.750596, 0.746535, 0.741957, 0.738516, 0.736481, 0.740389, 0.726823, 0.733925, 0.734388, 0.725565, 0.723760, 0.733869, 0.717843, 0.721180, 0.717894, 0.711571, 0.711873, 0.731901, 0.707162, 0.705225, 0.711908, 0.711190, 0.699349, 0.702723, 0.708002
0.697741, 0.700539, 0.689918, 0.689147, 0.701194, 0.690468, 0.684205, 0.695518, 0.679513, 0.688132, 0.684401, 0.678003, 0.681045, 0.681194, 0.679308, 0.675344, 0.674142, 0.665807, 0.667140, 0.674621, 0.659301, 0.670668, 0.664492, 0.658625, 0.654779, 0.661129, 0.655651, 0.647807, 0.656534, 0.648277, 0.648050, 0.646456, 0.649147, 0.651563, 0.651737, 0.634665, 0.638412, 0.634821, 0.634895, 0.638564, 0.639979, 0.634340, 0.637566, 0.623987, 0.630101, 0.618550, 0.619449, 0.613282, 0.611810, 0.622639, 0.613328, 0.617393, 0.600111, 0.624851, 0.594746, 0.606596, 0.607018, 0.613733
0.612391, 0.598937, 0.603589, 0.599399, 0.591642, 0.587636, 0.593585, 0.580540, 0.590580, 0.587292, 0.579389, 0.566698, 0.577524, 0.562152, 0.557336, 0.564206, 0.572043, 0.568681, 0.557927, 0.543343, 0.555122, 0.564166, 0.559846, 0.557337, 0.556242, 0.523701, 0.556675, 0.528850, 0.530079, 0.536969, 0.535907, 0.531948, 0.536523, 0.536175, 0.526124, 0.527614, 0.519384, 0.506603, 0.512428, 0.531116, 0.506508, 0.521032, 0.503937, 0.502875, 0.488598, 0.510575, 0.497216, 0.478491, 0.505124, 0.499411, 0.493312, 0.492572, 0.467223, 0.470715, 0.476414, 0.473429, 0.461426, 0.501748
0.470340, 0.463269, 0.471854, 0.465729, 0.445858, 0.456919, 0.430802, 0.432865, 0.445761, 0.443309, 0.445752, 0.435917, 0.423219, 0.436182, 0.451602, 0.427934, 0.446542, 0.426178, 0.431311, 0.432705, 0.404304, 0.410730, 0.398936, 0.401956, 0.373244, 0.408233, 0.398253, 0.404112, 0.379440, 0.369418, 0.402528, 0.398663, 0.373467, 0.368108, 0.366391, 0.342620, 0.355841, 0.355722, 0.364163, 0.368044, 0.350363, 0.374709, 0.361464, 0.341295, 0.334551, 0.334640, 0.358806, 0.359550, 0.357267, 0.383830, 0.340816, 0.344006, 0.313099, 0.353157, 0.327033, 0.327104, 0.361054, 0.335308
0.319590, 0.287744, 0.304213, 0.337590, 0.315564, 0.335740, 0.318040, 0.345645, 0.296313, 0.320181, 0.302495, 0.272343, 0.287332, 0.317464, 0.312943, 0.312028, 0.308339, 0.290194, 0.275747, 0.278934, 0.252873, 0.271318, 0.255978, 0.236181, 0.258733, 0.302128, 0.272517, 0.270037, 0.254801, 0.241614, 0.255628, 0.235229, 0.257295, 0.277803, 0.294359, 0.229102, 0.280306, 0.245611, 0.220746, 0.283498, 0.240751, 0.236874, 0.276997, 0.233819, 0.212580, 0.251556, 0.228607, 0.231058, 0.229116, 0.226459, 0.221381, 0.213602, 0.193929, 0.230832, 0.215836, 0.232190, 0.192981, 0.248423
0.222780, 0.193908, 0.254884, 0.228997, 0.201659, 0.181399, 0.196325, 0.173849, 0.201296, 0.206226, 0.221790, 0.203839, 0.241967, 0.183161, 0.241824, 0.245349, 0.167575, 0.180218, 0.185263, 0.197284, 0.178071, 0.206826, 0.196654, 0.193395, 0.182520, 0.172828, 0.172266, 0.215889, 0.268812, 0.152233, 0.189733, 0.225755, 0.207678, 0.204315, 0.173046, 0.199929, 0.188613, 0.193089, 0.174376, 0.152411, 0.176549, 0.183462, 0.173216, 0.169165, 0.143373, 0.175208, 0.156423, 0.168427, 0.185206, 0.193340, 0.167858, 0.187373, 0.135382, 0.180666, 0.172991, 0.194978, 0.190205, 0.159401
0.173946, 0.113014, 0.202219, 0.193450, 0.168860, 0.143996, 0.188993, 0.165064, 0.253645, 0.133129, 0.190499, 0.165700, 0.153827, 0.148762, 0.142492, 0.172286, 0.157848, 0.151946, 0.139047, 0.174762, 0.130829, 0.130808, 0.186914, 0.126676, 0.123978, 0.178421, 0.197449, 0.152358, 0.231358, 0.130489, 0.209865, 0.145014, 0.133023, 0.197157, 0.150037, 0.130935, 0.154230, 0.175120, 0.130142, 0.148606, 0.169585, 0.139442, 0.149915, 0.165281, 0.226725, 0.146948, 0.133223, 0.146632, 0.158808, 0.168393, 0.133754, 0.162273, 0.173944, 0.153271, 0.150460, 0.140989, 0.126217, 0.131243
0.143610, 0.156559, 0.128272, 0.129891, 0.125144, 0.139789, 0.165793, 0.161121, 0.135012, 0.141411, 0.135982, 0.150443, 0.131736, 0.150219, 0.135485, 0.146134, 0.169974, 0.118805, 0.160551, 0.140310, 0.108308, 0.154550, 0.150027, 0.143693, 0.213670, 0.147213, 0.193638, 0.173924, 0.120513, 0.133688, 0.117237, 0.141710, 0.154737, 0.125657, 0.150353, 0.147206, 0.112481, 0.137771, 0.141927, 0.114503, 0.136864, 0.109978, 0.090859, 0.150740, 0.231036, 0.107932, 0.187987, 0.130870, 0.120103, 0.191529, 0.123487, 0.098695, 0.164414, 0.154558, 0.132318, 0.185528, 0.105774, 0.133567
0.162494, 0.148244, 0.144088, 0.124640, 0.149807, 0.156169, 0.120852, 0.143107, 0.125748, 0.118312, 0.159271, 0.100864, 0.136864, 0.128954, 0.168896, 0.157364, 0.122353, 0.125361, 0.156304, 0.160074, 0.136289, 0.115892, 0.113712, 0.122289, 0.120854, 0.173571, 0.136675, 0.114368, 0.114575, 0.177402, 0.103377, 0.131361, 0.150096, 0.112449, 0.116601, 0.115926, 0.179405, 0.129665, 0.156438, 0.128572, 0.095055, 0.123971, 0.124778, 0.150882, 0.089095, 0.129700, 0.163009, 0.125116, 0.153038, 0.111780, 0.144312, 0.121326, 0.115665, 0.119609, 0.124464, 0.152162, 0.110782, 0.148041
